Date,Open,High,Low,Close,Volume
2017-01-30,1170.5,1175.974976,1159.074951,1166.449951,2577956
2017-01-31,1160.0,1166.025024,1100.025024,1114.900024,4666804
2017-02-01,1110.0,1119.974976,1077.775024,1083.949951,4864152
2017-02-02,1085.025024,1109.5,1076.5,1103.824951,6009482
2017-02-03,1104.849976,1121.5,1095.5,1116.275024,2153372
2017-02-06,1129.0,1129.25,1107.474976,1120.375,2408910
2017-02-07,1122.0,1126.300049,1113.0,1122.300049,1814638
2017-02-08,1122.449951,1141.300049,1122.025024,1135.474976,2212584
2017-02-09,1137.5,1164.0,1135.099976,1158.650024,4033202
2017-02-10,1155.5,1212.224976,1155.5,1198.974976,5782160
2017-02-13,1198.0,1214.5,1191.175049,1207.125,3819812
2017-02-14,1209.824951,1209.824951,1199.0,1203.125,2033328
2017-02-15,1198.5,1214.0,1187.550049,1206.849976,1924972
2017-02-16,1230.0,1239.0,1217.800049,1223.875,4175680
2017-02-17,1236.0,1237.800049,1201.0,1203.949951,2723324
2017-02-20,1212.5,1277.5,1204.050049,1251.099976,3973948
2017-02-21,1257.0,1262.949951,1227.574951,1232.675049,5501112
2017-02-22,1232.949951,1235.0,1200.074951,1205.75,4505496
2017-02-23,1207.5,1246.625,1207.5,1240.900024,4853352
2017-02-27,1239.550049,1251.0,1235.025024,1244.925049,2139892
2017-02-28,1244.75,1245.0,1225.0,1233.125,2354828
2017-03-01,1239.949951,1250.949951,1235.0,1239.775024,1130374
2017-03-02,1243.349976,1255.0,1235.025024,1250.724976,1544942
2017-03-03,1246.0,1249.849976,1237.699951,1247.025024,1013970
2017-03-06,1240.0,1242.0,1227.275024,1236.25,1400694
2017-03-07,1241.449951,1252.5,1237.525024,1249.900024,1511672
2017-03-08,1251.0,1260.0,1246.099976,1256.099976,1791510
2017-03-09,1257.074951,1262.0,1252.025024,1259.875,858468
2017-03-10,1259.800049,1274.775024,1256.974976,1271.125,1171420
2017-03-14,1278.400024,1293.574951,1275.525024,1283.75,3402294
2017-03-15,1286.0,1286.074951,1246.925049,1249.150024,3022496
2017-03-16,1253.0,1263.5,1253.0,1260.449951,1571818
2017-03-17,1273.0,1273.0,1254.875,1262.875,2593152
2017-03-20,1262.974976,1262.974976,1233.0,1240.0,3487540
2017-03-21,1241.0,1246.0,1232.5,1243.349976,3373700
2017-03-22,1240.074951,1248.0,1234.974976,1239.474976,1888716
2017-03-23,1241.0,1242.525024,1223.599976,1230.175049,2620638
2017-03-24,1234.900024,1234.900024,1211.650024,1213.599976,5099814
2017-03-27,1213.474976,1220.0,1203.0,1206.025024,2181270
2017-03-28,1205.0,1221.699951,1205.0,1214.974976,1153158
2017-03-29,1218.0,1225.400024,1212.800049,1222.300049,1717764
2017-03-30,1222.449951,1232.5,1217.5,1220.5,2986086
2017-03-31,1219.199951,1220.425049,1207.5,1215.900024,1867044
2017-04-03,1217.5,1217.5,1204.099976,1205.849976,1196888
2017-04-05,1209.949951,1209.949951,1197.5,1200.625,2905568
2017-04-06,1200.0,1205.0,1196.275024,1200.025024,1720704
2017-04-07,1197.449951,1216.625,1196.074951,1214.525024,2277012
2017-04-10,1216.0,1224.5,1202.5,1211.125,2543264
2017-04-11,1208.650024,1221.550049,1203.0,1209.650024,1557784
2017-04-12,1211.25,1214.0,1191.5,1196.625,1050538
2017-04-13,1200.0,1204.5,1160.525024,1164.324951,2500472
2017-04-17,1165.199951,1166.449951,1147.574951,1157.425049,2270882
2017-04-18,1165.0,1167.099976,1151.025024,1154.400024,1730620
2017-04-19,1131.75,1174.349976,1126.400024,1149.574951,5626812
2017-04-20,1152.650024,1166.0,1145.474976,1162.75,1268842
2017-04-21,1164.550049,1167.824951,1150.5,1155.400024,1161154
2017-04-24,1150.0,1169.824951,1141.25,1164.050049,2000020
2017-04-25,1164.0,1172.224976,1151.349976,1155.75,3148710
2017-04-26,1170.0,1171.974976,1151.525024,1155.175049,2187438
2017-04-27,1153.025024,1163.900024,1138.824951,1151.324951,5773186
2017-04-28,1147.0,1149.375,1134.0,1136.574951,2540510
2017-05-02,1147.0,1151.0,1140.0,1144.949951,2382696
2017-05-03,1147.5,1172.5,1134.25,1168.650024,3514406
2017-05-04,1174.974976,1175.0,1154.400024,1165.050049,2708208
2017-05-05,1154.0,1166.25,1151.25,1160.25,1682474
2017-05-08,1160.5,1173.699951,1158.849976,1171.224976,1071782
2017-05-09,1171.974976,1180.5,1166.275024,1176.275024,1790270
2017-05-10,1177.5,1178.074951,1158.0,1166.224976,1206388
2017-05-11,1173.650024,1180.0,1161.375,1174.724976,2071302
2017-05-12,1171.650024,1184.949951,1160.025024,1180.324951,2314446
2017-05-15,1187.550049,1188.974976,1170.800049,1182.550049,1817604
2017-05-16,1190.0,1217.5,1186.724976,1214.574951,3601026
2017-05-17,1216.75,1230.375,1211.5,1227.675049,2876198
2017-05-18,1225.0,1286.0,1221.125,1268.099976,5138594
2017-05-19,1268.099976,1270.275024,1243.0,1253.574951,1786044
2017-05-22,1255.0,1276.875,1255.0,1265.675049,1663940
2017-05-23,1266.599976,1282.074951,1257.0,1260.849976,2748596
2017-05-24,1267.400024,1285.0,1264.824951,1279.574951,2534548
2017-05-25,1288.5,1318.775024,1284.0,1312.300049,4094094
2017-05-26,1312.5,1313.425049,1282.324951,1289.125,1362550
2017-05-29,1289.5,1298.25,1282.0,1286.425049,1749290
2017-05-30,1280.0,1287.974976,1262.5,1275.550049,927634
2017-05-31,1266.5,1286.25,1264.0,1273.300049,2502730
2017-06-01,1265.0,1282.0,1265.0,1276.800049,1080064
2017-06-02,1278.125,1295.925049,1276.25,1282.449951,1355648
2017-06-05,1282.5,1309.949951,1280.074951,1301.974976,1500188
2017-06-06,1315.5,1354.474976,1315.0,1348.0,5946720
2017-06-07,1348.5,1350.0,1288.275024,1307.625,4927776
2017-06-08,1299.0,1302.474976,1257.75,1260.800049,3330714
2017-06-09,1260.0,1273.699951,1243.0,1253.5,3148034
2017-06-12,1248.5,1256.449951,1235.199951,1243.599976,1626506
2017-06-13,1232.5,1240.550049,1223.5,1225.775024,1175414
2017-06-14,1227.5,1238.0,1227.5,1235.099976,1489142
2017-06-15,1234.5,1234.849976,1202.5,1205.599976,2997198
2017-06-16,1207.474976,1217.5,1193.25,1199.849976,2450426
2017-06-19,1208.449951,1223.175049,1202.574951,1215.849976,1644742
2017-06-20,1215.5,1224.5,1190.150024,1222.5,1670958
2017-06-21,1220.0,1221.074951,1198.599976,1203.150024,1657818
2017-06-22,1204.5,1215.5,1192.5,1197.425049,5775882
2017-06-23,1199.699951,1206.974976,1177.0,1180.849976,1424756
2017-06-27,1175.300049,1192.349976,1165.800049,1171.425049,1974330
2017-06-28,1174.949951,1179.0,1167.5,1175.025024,1789726
2017-06-29,1179.5,1186.025024,1161.550049,1166.625,2471826
2017-06-30,1162.199951,1188.5,1161.550049,1181.175049,1753848
2017-07-03,1178.699951,1191.525024,1171.550049,1186.800049,1475956
2017-07-04,1186.650024,1190.224976,1175.025024,1183.425049,1215134
2017-07-05,1180.400024,1182.5,1172.5,1178.0,815856
2017-07-06,1179.5,1180.949951,1170.050049,1173.775024,1026788
2017-07-07,1175.0,1178.224976,1162.75,1165.974976,1232090
2017-07-10,1203.0,1222.449951,1189.474976,1217.474976,783608
2017-07-11,1213.0,1257.400024,1213.0,1237.900024,3537504
2017-07-12,1241.25,1241.650024,1215.050049,1219.724976,2646450
2017-07-13,1222.5,1236.0,1213.300049,1223.199951,3131960
2017-07-14,1191.5,1212.5,1187.5,1198.724976,4508432
2017-07-17,1198.849976,1211.050049,1191.099976,1197.724976,2211822
2017-07-18,1198.074951,1221.5,1198.074951,1204.175049,1908002
2017-07-19,1207.75,1230.0,1207.550049,1224.800049,3915576
2017-07-20,1224.625,1228.449951,1215.25,1222.349976,1182504
2017-07-21,1217.449951,1250.0,1217.275024,1245.599976,2148416
2017-07-24,1241.0,1270.0,1241.0,1265.349976,2271402
2017-07-25,1262.875,1290.0,1259.199951,1285.75,2678832
2017-07-26,1280.0,1287.5,1273.5,1278.0,1459826
2017-07-27,1271.099976,1292.400024,1233.25,1240.849976,4255304
2017-07-28,1240.5,1246.525024,1221.0,1242.150024,1382752
2017-07-31,1235.5,1259.5,1231.5,1245.900024,2019662
2017-08-01,1250.0,1260.375,1245.5,1250.824951,1747460
2017-08-02,1250.0,1254.0,1231.0,1236.900024,1251024
2017-08-03,1240.0,1251.0,1233.224976,1244.724976,1882548
2017-08-04,1245.400024,1264.150024,1244.0,1261.400024,1387890
2017-08-07,1258.25,1260.0,1240.599976,1251.724976,1885520
2017-08-08,1256.0,1264.300049,1248.150024,1251.525024,1073958
2017-08-09,1250.0,1261.425049,1246.650024,1256.0,992946
2017-08-10,1254.5,1260.300049,1243.175049,1255.724976,1526172
2017-08-11,1249.949951,1267.5,1241.5,1248.025024,1394736
2017-08-14,1251.5,1254.949951,1231.5,1234.699951,786504
2017-08-16,1242.0,1271.900024,1232.599976,1246.175049,1373340
2017-08-17,1250.349976,1252.5,1231.050049,1242.824951,1752374
2017-08-18,1237.0,1274.949951,1235.699951,1256.900024,2837356
2017-08-21,1252.75,1274.5,1247.150024,1264.400024,2304834
2017-08-22,1261.5,1269.75,1246.0,1248.775024,1131326
2017-08-23,1252.5,1258.400024,1236.574951,1244.724976,1562272
2017-08-24,1248.849976,1258.974976,1243.074951,1248.300049,1623908
2017-08-28,1252.300049,1252.699951,1230.5,1243.650024,2036796
2017-08-29,1241.0,1248.0,1231.974976,1235.425049,1312602
2017-08-30,1240.5,1245.0,1230.050049,1242.275024,970782
2017-08-31,1242.5,1252.199951,1233.324951,1248.175049,1784664
2017-09-01,1240.0,1249.025024,1218.275024,1228.224976,1702330
2017-09-04,1226.550049,1230.5,1219.0,1228.099976,1062544
2017-09-05,1230.0,1245.0,1218.525024,1242.175049,1165994
2017-09-06,1234.074951,1237.425049,1225.0,1226.599976,1228764
2017-09-07,1229.0,1234.199951,1225.525024,1230.050049,870636
2017-09-08,1226.875,1237.0,1226.275024,1235.300049,1021134
2017-09-11,1235.599976,1241.474976,1225.0,1227.224976,732764
2017-09-12,1236.949951,1248.5,1228.5,1244.224976,1396460
2017-09-13,1250.0,1265.824951,1237.599976,1244.599976,1278980
2017-09-14,1241.0,1248.800049,1235.949951,1243.474976,1081510
2017-09-15,1249.5,1258.5,1242.5,1253.025024,2944072
2017-09-18,1252.474976,1259.474976,1244.625,1249.525024,726600
2017-09-19,1252.5,1252.5,1245.75,1249.125,782754
2017-09-20,1257.0,1257.0,1237.150024,1246.775024,1334642
2017-09-21,1245.525024,1270.5,1240.0,1262.449951,2438740
2017-09-22,1259.949951,1263.449951,1246.0,1251.800049,2435396
2017-09-25,1248.275024,1267.0,1246.375,1255.375,1599558
2017-09-26,1255.0,1263.199951,1233.0,1237.324951,1449230
2017-09-27,1245.0,1256.099976,1236.875,1247.5,2010356
2017-09-28,1247.349976,1257.0,1226.0,1238.224976,4332866
2017-09-29,1239.5,1242.0,1210.75,1217.974976,1985014
2017-10-03,1220.0,1227.150024,1213.525024,1224.224976,1923006
2017-10-04,1224.800049,1227.0,1212.5,1221.150024,1300778
2017-10-05,1220.5,1221.724976,1212.199951,1214.800049,1684686
2017-10-06,1215.0,1227.5,1214.025024,1223.324951,1389188
2017-10-09,1220.525024,1233.974976,1220.525024,1227.050049,1773616
2017-10-10,1227.5,1234.974976,1225.625,1229.625,1222010
2017-10-11,1230.0,1257.224976,1228.375,1250.175049,1527746
2017-10-12,1256.5,1277.5,1253.5,1274.099976,5006356
2017-10-13,1274.099976,1304.474976,1261.5,1279.300049,4066320
2017-10-16,1277.525024,1295.0,1277.525024,1292.199951,1218590
2017-10-17,1292.5,1307.474976,1288.775024,1297.275024,1443016
2017-10-18,1297.5,1306.824951,1290.0,1293.300049,1514144
2017-10-19,1296.0,1297.900024,1285.5,1291.949951,86822
2017-10-23,1292.0,1314.5,1273.724976,1293.949951,1886088
2017-10-24,1310.0,1310.449951,1284.525024,1289.199951,1339020
2017-10-25,1289.25,1307.0,1277.5,1279.949951,1105106
2017-10-26,1267.550049,1284.574951,1258.949951,1269.425049,3007552
2017-10-27,1269.0,1296.574951,1265.150024,1292.150024,1409270
