Date,Open,High,Low,Close,Volume
2017-03-10,507.5,513.825012,506.700012,510.924988,4550324
2017-03-14,511.399994,520.950012,511.399994,517.400024,7878396
2017-03-15,517.450012,517.450012,503.75,505.975006,6373978
2017-03-16,506.649994,515.849976,506.649994,514.424988,6702956
2017-03-17,517.700012,521.450012,509.625,520.150024,9507846
2017-03-20,513.275024,513.275024,507.549988,510.75,4427388
2017-03-21,510.450012,517.474976,509.399994,516.424988,4869584
2017-03-22,511.225006,519.974976,510.200012,513.849976,3990852
2017-03-23,514.125,521.5,513.299988,520.224976,4501662
2017-03-24,519.0,522.0,513.849976,515.700012,4883896
2017-03-27,513.599976,520.924988,512.25,514.424988,7684824
2017-03-28,515.75,519.5,515.025024,517.575012,4796796
2017-03-29,517.150024,520.75,512.924988,515.924988,6981186
2017-03-30,517.0,517.950012,510.125,512.75,12157180
2017-03-31,511.625,514.650024,504.0,511.125,14153854
2017-04-03,516.075012,516.224976,503.049988,504.399994,4315600
2017-04-05,502.5,502.700012,495.5,497.975006,7398338
2017-04-06,499.075012,502.899994,496.0,499.799988,5379008
2017-04-07,500.450012,500.450012,489.5,490.774994,6404508
2017-04-10,492.450012,494.75,475.049988,476.700012,9528472
2017-04-11,478.024994,485.850006,478.024994,483.575012,8655466
2017-04-12,485.0,488.450012,480.174988,484.424988,6696752
2017-04-13,485.0,495.0,463.325012,465.700012,30973188
2017-04-17,465.0,466.049988,461.75,462.450012,7213434
2017-04-18,462.375,467.0,459.549988,461.325012,4647518
2017-04-19,461.5,465.0,456.325012,459.600006,10071702
2017-04-20,460.75,464.850006,459.274994,463.649994,4549000
2017-04-21,467.399994,467.399994,460.549988,461.850006,3577466
2017-04-24,458.75,464.25,456.5,463.274994,5556666
2017-04-25,462.950012,466.5,460.274994,464.674988,4737060
2017-04-26,464.975006,467.774994,455.100006,457.125,9084496
2017-04-27,458.0,464.5,458.0,462.625,7797208
2017-04-28,463.424988,463.700012,457.799988,459.475006,5029702
2017-05-02,462.0,463.200012,457.549988,461.299988,3231126
2017-05-03,463.25,469.549988,458.825012,467.149994,4659448
2017-05-04,468.5,469.825012,464.450012,468.825012,5279806
2017-05-05,468.0,468.674988,460.0,465.75,4432788
2017-05-08,469.0,474.274994,466.0,472.75,4707098
2017-05-09,475.299988,475.975006,471.049988,473.325012,5649372
2017-05-10,473.575012,475.0,468.575012,471.825012,3364302
2017-05-11,473.424988,474.924988,468.774994,472.049988,3229482
2017-05-12,476.5,483.0,475.725006,482.125,10979996
2017-05-15,481.75,481.75,474.549988,475.774994,7297164
2017-05-16,476.549988,480.075012,473.475006,477.5,6130168
2017-05-17,475.799988,479.225006,471.924988,476.399994,2915508
2017-05-18,471.5,486.950012,471.424988,480.875,8057848
2017-05-19,480.75,481.350006,473.924988,478.975006,4257396
2017-05-22,479.200012,483.450012,478.274994,480.725006,5503052
2017-05-23,482.325012,483.5,477.049988,478.649994,4039982
2017-05-24,480.0,482.75,474.799988,477.399994,5636286
2017-05-25,480.5,493.299988,480.5,491.649994,10438514
2017-05-26,493.5,500.0,490.299988,497.850006,4988004
2017-05-29,495.450012,498.350006,487.850006,492.575012,6308434
2017-05-30,491.0,500.0,489.325012,498.100006,3716910
2017-05-31,496.774994,496.774994,487.424988,488.524994,7763900
2017-06-01,484.649994,489.850006,479.274994,485.700012,5508606
2017-06-02,486.700012,487.725006,482.100006,484.725006,3917966
2017-06-05,485.0,486.0,478.524994,479.375,5462698
2017-06-06,482.5,493.75,482.200012,489.674988,7008686
2017-06-07,492.5,494.450012,472.5,480.649994,12455046
2017-06-08,481.475006,481.475006,474.075012,478.225006,6195352
2017-06-09,469.274994,475.475006,461.5,474.299988,14757662
2017-06-12,471.674988,482.600006,470.049988,481.924988,8591676
2017-06-13,476.75,481.475006,475.799988,478.899994,4937794
2017-06-14,480.0,480.950012,475.600006,479.299988,7438110
2017-06-15,479.825012,483.975006,474.799988,476.049988,5528062
2017-06-16,474.549988,476.924988,468.0,470.125,10948450
2017-06-19,469.975006,470.125,464.0,464.924988,6855860
2017-06-20,467.5,473.450012,467.024994,471.774994,5184396
2017-06-21,472.5,474.5,468.024994,471.674988,3735864
2017-06-22,473.850006,484.350006,467.549988,470.075012,9465242
2017-06-23,472.5,474.575012,469.0,471.625,6403018
2017-06-27,472.5,474.0,461.875,463.524994,6904660
2017-06-28,466.399994,466.5,460.5,462.350006,5905224
2017-06-29,465.100006,473.975006,463.299988,465.100006,15914040
2017-06-30,465.399994,469.0,464.5,467.774994,4216700
2017-07-03,470.549988,477.5,467.299988,475.950012,5088924
2017-07-04,476.924988,485.0,474.700012,481.075012,5167726
2017-07-05,479.5,479.5,472.700012,475.450012,4226228
2017-07-06,472.5,478.5,472.100006,473.5,3829720
2017-07-07,471.924988,472.725006,466.524994,467.700012,5776886
2017-07-10,471.600006,479.899994,470.0,478.524994,1464376
2017-07-11,478.325012,494.75,478.325012,487.674988,11539708
2017-07-12,487.475006,490.75,484.375,486.174988,6275976
2017-07-13,488.625,491.725006,482.049988,488.524994,5170392
2017-07-14,499.725006,503.424988,483.024994,486.024994,22478180
2017-07-17,487.5,496.0,487.0,492.024994,7698250
