Date,Open,High,Low,Close,Volume
2017-01-30,990.0,1059.0,989.150024,1054.800049,4866384
2017-01-31,1058.900024,1072.0,1030.75,1036.900024,2304584
2017-02-01,1039.0,1069.900024,1025.0,1066.150024,1860379
2017-02-02,1067.400024,1083.949951,1050.0,1054.150024,1681729
2017-02-03,1055.300049,1068.0,1042.300049,1047.349976,903079
2017-02-06,1056.0,1085.5,1050.099976,1073.699951,1218063
2017-02-07,1070.0,1075.0,1052.400024,1060.949951,658786
2017-02-08,1060.0,1069.400024,1025.0,1049.449951,1046297
2017-02-09,1058.0,1061.650024,1026.0,1040.849976,916871
2017-02-10,1045.199951,1059.0,1038.0,1055.449951,643391
2017-02-13,1057.0,1070.0,1043.25,1058.949951,484476
2017-02-14,1064.0,1069.0,1055.0,1059.5,438100
2017-02-15,1060.300049,1065.0,1029.0,1040.400024,679204
2017-02-16,1040.900024,1106.0,1035.0,1094.349976,1035007
2017-02-17,1110.0,1118.0,1081.099976,1089.5,1408853
2017-02-20,1092.949951,1109.5,1035.0,1095.900024,617565
2017-02-21,1092.199951,1105.949951,1085.0,1095.900024,335482
2017-02-22,1095.0,1104.150024,1065.0,1076.25,1000632
2017-02-23,1083.0,1099.0,1066.5,1068.199951,1196177
2017-02-27,1070.849976,1104.0,1069.0,1091.599976,1223440
2017-02-28,1097.75,1119.0,1096.0,1108.199951,1257475
2017-03-01,1120.0,1128.900024,1070.599976,1075.849976,2045087
2017-03-02,1083.0,1089.599976,1019.099976,1048.75,2587153
2017-03-03,1047.5,1056.900024,1024.150024,1046.25,1185751
2017-03-06,1054.0,1056.0,1026.400024,1033.949951,1176084
2017-03-07,1034.900024,1055.800049,1022.400024,1052.400024,1534634
2017-03-08,1057.75,1084.0,1049.0,1081.199951,1763414
2017-03-09,1074.699951,1095.0,1068.0,1087.199951,1391444
2017-03-10,1092.5,1100.0,1085.099976,1094.5,748405
2017-03-14,1112.0,1135.449951,1103.400024,1126.699951,1254682
2017-03-15,1129.0,1143.199951,1124.25,1134.550049,781510
2017-03-16,1139.699951,1178.0,1130.849976,1163.5,1234503
2017-03-17,1170.0,1183.699951,1151.300049,1159.300049,822826
2017-03-20,1165.0,1192.300049,1142.75,1172.550049,978371
2017-03-21,1172.050049,1184.949951,1146.0,1174.550049,2284752
2017-03-22,1155.099976,1167.949951,1150.0,1159.699951,691551
2017-03-23,1161.5,1191.699951,1161.5,1185.75,873741
2017-03-24,1190.400024,1198.0,1170.550049,1177.050049,668010
2017-03-27,1177.0,1189.0,1171.0,1185.0,479265
2017-03-28,1194.0,1206.0,1186.75,1194.75,809959
2017-03-29,1199.400024,1205.0,1172.0,1180.75,632607
2017-03-30,1180.0,1190.099976,1173.0,1181.050049,657966
2017-03-31,1188.0,1188.0,1167.5,1171.099976,474585
2017-04-03,1170.050049,1189.0,1162.0,1181.75,473642
2017-04-05,1190.0,1190.0,1165.0,1173.099976,680777
2017-04-06,1177.800049,1204.050049,1165.75,1198.099976,856876
2017-04-07,1198.0,1224.0,1192.199951,1201.599976,1099961
2017-04-10,1201.699951,1252.0,1190.0,1240.75,1046689
2017-04-11,1246.0,1274.0,1242.0,1255.949951,1142967
2017-04-12,1260.0,1278.0,1248.0,1266.199951,1062045
2017-04-13,1267.800049,1292.0,1261.0,1273.900024,613348
2017-04-17,1274.900024,1282.0,1246.550049,1259.550049,609476
2017-04-18,1254.400024,1270.699951,1229.900024,1236.050049,583708
2017-04-19,1237.800049,1252.5,1217.550049,1242.949951,777297
2017-04-20,1253.0,1258.5,1243.0,1252.0,443637
2017-04-21,1252.0,1259.900024,1236.300049,1246.949951,380126
2017-04-24,1251.099976,1275.0,1242.099976,1271.75,475488
2017-04-25,1279.0,1349.0,1276.0,1341.699951,2092724
2017-04-26,1345.0,1349.900024,1301.550049,1309.699951,1207320
2017-04-27,1315.0,1315.849976,1278.050049,1285.699951,1627631
2017-04-28,1278.050049,1295.0,1268.75,1276.199951,1183154
2017-05-02,1281.900024,1286.150024,1257.0,1268.599976,708574
2017-05-03,1270.0,1282.800049,1260.0,1270.099976,1086778
2017-05-04,1271.25,1311.900024,1271.25,1296.550049,1121302
2017-05-05,1295.0,1303.0,1264.900024,1274.25,467205
2017-05-08,1270.25,1286.349976,1260.5,1272.0,471627
2017-05-09,1275.0,1292.900024,1264.5,1286.099976,567703
2017-05-10,1295.0,1331.0,1293.550049,1327.0,1302185
2017-05-11,1334.949951,1344.900024,1318.449951,1339.699951,672768
2017-05-12,1332.0,1339.0,1305.0,1314.75,438863
2017-05-15,1323.0,1348.5,1317.650024,1332.949951,634195
2017-05-16,1337.400024,1358.800049,1327.199951,1347.75,788530
2017-05-17,1350.0,1374.0,1297.5,1324.800049,2408302
2017-05-18,1299.0,1343.0,1296.050049,1314.550049,1210985
2017-05-19,1324.0,1333.900024,1265.550049,1289.150024,1167010
2017-05-22,1299.0,1304.0,1237.349976,1242.150024,873873
2017-05-23,1249.900024,1265.0,1190.550049,1233.75,1348383
2017-05-24,1234.0,1254.900024,1210.0,1224.349976,787101
2017-05-25,1230.0,1268.0,1228.25,1258.849976,905807
2017-05-26,1261.699951,1326.699951,1261.699951,1317.800049,1306793
2017-05-29,1319.400024,1333.0,1301.900024,1307.449951,652289
2017-05-30,1305.199951,1324.900024,1303.699951,1321.550049,513005
2017-05-31,1323.0,1334.900024,1316.099976,1326.949951,726284
2017-06-01,1334.0,1339.0,1320.25,1327.349976,387968
2017-06-02,1332.400024,1365.0,1318.0,1361.25,668081
2017-06-05,1368.550049,1372.650024,1348.050049,1363.099976,570009
2017-06-06,1363.400024,1367.900024,1325.0,1336.650024,601678
2017-06-07,1341.099976,1360.0,1335.099976,1343.150024,550988
2017-06-08,1344.900024,1372.0,1344.699951,1361.699951,570819
2017-06-09,1358.0,1382.0,1343.699951,1376.849976,530582
2017-06-12,1369.949951,1383.0,1356.550049,1364.949951,370028
2017-06-13,1374.0,1380.0,1361.0,1371.5,435644
2017-06-14,1374.199951,1375.0,1354.0,1361.0,634727
2017-06-15,1361.099976,1413.0,1352.199951,1405.25,1569774
2017-06-16,1415.0,1424.849976,1403.300049,1410.300049,824516
2017-06-19,1405.199951,1421.699951,1395.599976,1399.849976,426223
2017-06-20,1407.699951,1432.900024,1395.050049,1409.599976,781161
2017-06-21,1404.800049,1426.0,1401.0,1416.650024,449181
2017-06-22,1419.0,1427.0,1395.300049,1401.800049,477586
2017-06-23,1405.0,1415.5,1366.0,1400.75,620781
2017-06-27,1400.0,1400.0,1336.75,1349.949951,1053829
2017-06-28,1341.0,1377.0,1313.900024,1372.349976,998218
2017-06-29,1379.0,1394.849976,1366.5,1376.300049,726869
2017-06-30,1367.599976,1380.0,1352.5,1373.099976,496260
2017-07-03,1380.0,1390.0,1366.5,1387.150024,446514
2017-07-04,1390.0,1408.75,1376.550049,1379.550049,704342
2017-07-05,1375.0,1407.0,1370.099976,1398.550049,643929
2017-07-06,1398.900024,1413.5,1392.349976,1399.300049,418130
2017-07-07,1398.5,1403.599976,1387.400024,1391.699951,202005
2017-07-10,1405.599976,1415.050049,1395.099976,1412.800049,149650
2017-07-11,1419.400024,1431.0,1409.599976,1419.199951,665556
2017-07-12,1424.5,1452.0,1420.0,1443.699951,654934
2017-07-13,1452.0,1489.5,1450.900024,1485.900024,1011798
2017-07-14,1485.0,1508.650024,1470.650024,1499.400024,570522
2017-07-17,1504.949951,1549.699951,1488.050049,1538.5,947006
2017-07-18,1537.949951,1545.150024,1507.0,1512.349976,501708
2017-07-19,1519.650024,1577.400024,1515.0,1541.849976,2655273
2017-07-20,1551.0,1608.0,1547.099976,1595.349976,2169635
2017-07-21,1598.900024,1631.5,1585.0,1621.349976,1380541
2017-07-24,1633.0,1637.300049,1587.949951,1597.400024,835475
2017-07-25,1606.900024,1632.900024,1600.0,1627.5,813854
2017-07-26,1636.0,1695.75,1630.0,1687.150024,1475906
2017-07-27,1704.0,1739.800049,1671.099976,1679.349976,1955562
2017-07-28,1672.0,1710.900024,1662.550049,1701.349976,926268
2017-07-31,1718.0,1724.0,1697.599976,1703.099976,576928
2017-08-01,1709.900024,1727.900024,1706.050049,1716.25,692591
2017-08-02,1724.949951,1726.199951,1691.099976,1707.199951,396171
2017-08-03,1714.0,1729.0,1698.050049,1701.75,775709
2017-08-04,1704.900024,1730.0,1701.050049,1723.449951,710636
2017-08-07,1735.5,1805.949951,1729.599976,1798.150024,1504033
2017-08-08,1813.0,1829.5,1772.0,1779.800049,1761065
2017-08-09,1769.900024,1769.900024,1682.550049,1697.699951,1899560
2017-08-10,1680.0,1689.900024,1610.050049,1635.599976,1835002
2017-08-11,1590.0,1732.599976,1590.0,1695.400024,3505576
2017-08-14,1721.300049,1742.349976,1705.0,1710.900024,1311855
2017-08-16,1730.0,1730.0,1683.199951,1721.349976,705754
2017-08-17,1730.0,1762.5,1720.5,1728.75,729269
2017-08-18,1710.0,1722.900024,1688.5,1704.949951,932335
2017-08-21,1704.949951,1731.0,1678.550049,1690.599976,1090057
2017-08-22,1708.0,1713.599976,1662.550049,1682.900024,654334
